,Unnamed: 0,Price,Age,KM,FuelType,HP,MetColor,Automatic,CC,Doors,Weight
364,364,12900,38.0,22865.0,Petrol,110.0,1.0,0,1600,5,1075
365,365,10500,41.0,22780.0,Petrol,86.0,,0,1300,5,1035
366,366,10950,35.0,21904.0,Petrol,97.0,0.0,0,1400,3,1025
367,367,11950,41.0,21651.0,Petrol,97.0,0.0,0,1400,3,1025
368,368,11450,37.0,21500.0,Petrol,110.0,1.0,0,1600,5,1030
369,369,13250,44.0,21027.0,Petrol,110.0,1.0,0,1600,5,1080
370,370,10250,39.0,18500.0,Petrol,110.0,0.0,0,1600,4,1030
371,371,13995,35.0,18000.0,Petrol,110.0,1.0,0,1600,5,1075
372,372,11950,40.0,17051.0,,97.0,0.0,0,1400,5,1060
373,373,13250,33.0,16512.0,Petrol,97.0,1.0,0,1400,5,1085
374,374,12950,40.0,16325.0,Petrol,110.0,1.0,0,1600,5,1080
375,375,11750,38.0,16000.0,Petrol,97.0,1.0,0,1400,5,1060
376,376,11500,39.0,12000.0,Petrol,110.0,1.0,0,1600,5,1075
377,377,13500,43.0,10000.0,Petrol,97.0,1.0,0,1400,5,1060
378,378,6500,53.0,216000.0,Diesel,69.0,0.0,0,1900,3,1110
379,379,6400,51.0,198167.0,Diesel,69.0,0.0,0,1900,4,1095
380,380,7000,53.0,176000.0,Diesel,69.0,0.0,0,1900,3,1105
381,381,7750,54.0,174139.0,Diesel,72.0,1.0,0,2000,4,1100
382,382,8900,45.0,174000.0,Diesel,69.0,,0,1900,5,1095
383,383,8500,55.0,150000.0,CNG,110.0,1.0,0,1600,3,1075
384,384,8950,54.0,149329.0,Diesel,72.0,1.0,0,2000,5,1135
385,385,9900,51.0,146736.0,Petrol,110.0,1.0,0,1600,5,1080
386,386,10250,53.0,143513.0,Diesel,69.0,0.0,0,1900,5,1140
387,387,9250,48.0,142130.0,CNG,110.0,0.0,0,1600,5,1119
388,388,7750,48.0,140700.0,Diesel,69.0,1.0,0,1900,5,1110
389,389,9450,,138394.0,Diesel,69.0,1.0,0,1900,4,1095
390,390,7750,55.0,137000.0,Diesel,72.0,,0,2000,5,1135
391,391,8250,52.0,135258.0,Diesel,69.0,1.0,0,1900,5,1140
392,392,9950,49.0,131364.0,Petrol,110.0,1.0,0,1600,5,1075
393,393,4450,56.0,129155.0,Diesel,69.0,0.0,0,1800,5,1110
394,394,9950,50.0,126110.0,Petrol,110.0,0.0,0,1600,3,1055
395,395,9000,48.0,119742.0,,110.0,1.0,0,1600,5,1080
396,396,9950,53.0,117913.0,Diesel,69.0,1.0,0,1900,5,1110
397,397,12450,47.0,117430.0,Diesel,90.0,,0,2000,3,1165
398,398,10500,55.0,,Petrol,110.0,1.0,0,1600,4,1035
399,399,10750,54.0,115558.0,Petrol,110.0,1.0,0,1600,4,1035
400,400,8950,53.0,115113.0,Petrol,97.0,1.0,0,1400,3,1025
401,401,10500,54.0,115046.0,Diesel,69.0,1.0,0,1900,5,1140
402,402,5150,56.0,113997.0,Diesel,72.0,1.0,0,2000,5,1135
403,403,10950,49.0,107859.0,Petrol,97.0,0.0,0,1400,5,1060
404,404,9450,,104805.0,Petrol,97.0,1.0,0,1400,3,1025
405,405,9950,54.0,103454.0,Petrol,110.0,1.0,0,1600,5,1075
406,406,10950,51.0,103018.0,,69.0,0.0,0,1900,5,1140
407,407,11900,47.0,102352.0,,110.0,1.0,0,1600,5,1080
408,408,9950,50.0,102030.0,Petrol,97.0,1.0,0,1400,5,1060
409,409,11950,54.0,101352.0,Petrol,110.0,0.0,0,1600,5,1080
410,410,7900,50.0,99865.0,Petrol,110.0,1.0,0,1600,4,1035
411,411,10950,52.0,99323.0,Petrol,110.0,,0,1600,3,1055
412,412,8950,48.0,98100.0,,69.0,1.0,0,1900,5,1140
413,413,11950,51.0,98040.0,Petrol,110.0,0.0,0,1600,5,1080
414,414,10900,49.0,97600.0,Petrol,110.0,1.0,0,1600,3,1045
415,415,9950,55.0,97234.0,Petrol,110.0,0.0,0,1600,5,1080
416,416,9950,51.0,96135.0,Diesel,72.0,0.0,0,2000,3,1115
417,417,10950,54.0,96100.0,Petrol,110.0,1.0,0,1600,5,1080
418,418,8950,55.0,94401.0,Diesel,72.0,0.0,0,2000,3,1115
419,419,8950,55.0,94122.0,Petrol,86.0,1.0,0,1300,3,1015
420,420,10500,49.0,91340.0,,110.0,1.0,0,1600,3,1055
421,421,8950,53.0,90200.0,Petrol,97.0,0.0,0,1400,3,1025
422,422,9250,53.0,90097.0,Diesel,69.0,1.0,0,1900,5,1140
423,423,11500,48.0,89049.0,Petrol,97.0,1.0,0,1400,5,1060
424,424,9750,52.0,89000.0,Petrol,110.0,0.0,0,1600,5,1075
425,425,9950,45.0,87274.0,Petrol,110.0,1.0,0,1600,3,1040
426,426,11450,49.0,86221.0,Petrol,110.0,0.0,0,1600,3,1045
427,427,12500,54.0,84598.0,Petrol,110.0,0.0,0,1600,5,1075
428,428,10500,50.0,83567.0,Petrol,110.0,0.0,0,1600,5,1075
429,429,12950,50.0,83106.0,,110.0,1.0,0,1600,5,1075
430,430,12200,50.0,82805.0,Petrol,110.0,1.0,0,1600,3,1040
431,431,10950,50.0,82735.0,Petrol,97.0,1.0,0,1400,3,1030
432,432,10950,54.0,81905.0,Petrol,110.0,1.0,0,1600,5,1105
433,433,11290,49.0,80320.0,Petrol,110.0,1.0,1,1600,3,1070
434,434,10750,49.0,80090.0,Petrol,97.0,1.0,0,1400,3,1030
435,435,10895,53.0,79800.0,Petrol,110.0,0.0,0,1600,5,1075
436,436,11500,47.0,78785.0,CNG,110.0,1.0,0,1600,5,1119
437,437,9750,48.0,78600.0,Petrol,110.0,1.0,0,1600,5,1075
438,438,10250,55.0,77780.0,Petrol,110.0,,0,1600,3,1040
439,439,12500,49.0,77648.0,Petrol,110.0,0.0,0,1600,4,1030
440,440,11950,54.0,77270.0,,110.0,1.0,0,1600,4,1035
441,441,10750,50.0,76167.0,Petrol,97.0,1.0,0,1400,5,1060
442,442,11450,46.0,75249.0,Petrol,110.0,1.0,0,1600,4,1035
443,443,11950,54.0,75231.0,Petrol,110.0,1.0,0,1600,5,1080
444,444,11750,48.0,75045.0,Petrol,110.0,1.0,0,1600,3,1055
445,445,10950,50.0,74849.0,Petrol,110.0,1.0,1,1600,4,1060
446,446,11950,55.0,74715.0,Petrol,110.0,1.0,0,1600,5,1080
447,447,10995,49.0,74656.0,Diesel,69.0,0.0,0,1900,3,1105
448,448,11450,56.0,74500.0,Petrol,97.0,0.0,0,1400,3,1025
449,449,8900,49.0,74494.0,Petrol,110.0,1.0,0,1600,5,1075
450,450,10500,50.0,73634.0,Petrol,110.0,0.0,0,1587,5,1075
451,451,11750,47.0,73403.0,Petrol,110.0,1.0,0,1600,5,1075
452,452,11450,49.0,73175.0,Petrol,97.0,1.0,0,1400,3,1030
453,453,12000,,73000.0,Petrol,110.0,0.0,0,1600,3,1055
454,454,11950,50.0,72242.0,Petrol,110.0,,1,1600,3,1070
455,455,9850,53.0,72000.0,Petrol,97.0,1.0,0,1400,3,1025
456,456,10950,,71725.0,Petrol,110.0,1.0,0,1600,4,1035
457,457,10950,,71276.0,Petrol,110.0,0.0,0,1600,5,1080
458,458,8695,,70440.0,Diesel,69.0,1.0,0,1900,3,1105
459,459,10990,53.0,70239.0,Petrol,110.0,0.0,0,1600,3,1040
460,460,9500,55.0,69813.0,Petrol,97.0,1.0,0,1400,3,1025
461,461,11950,49.0,69659.0,Petrol,86.0,0.0,0,1300,3,1025
462,462,10750,46.0,69574.0,Petrol,97.0,0.0,0,1400,5,1065
463,463,8750,47.0,69000.0,Diesel,69.0,1.0,0,1900,5,1140
464,464,8750,49.0,68565.0,Petrol,110.0,,0,1600,4,1030
465,465,11450,,68520.0,Diesel,72.0,1.0,0,2000,3,1115
466,466,9950,46.0,68414.0,Petrol,97.0,0.0,0,1400,3,1025
467,467,11950,56.0,66777.0,Petrol,110.0,0.0,0,1600,5,1090
468,468,13950,52.0,66527.0,Petrol,110.0,1.0,0,1600,5,1080
469,469,11250,54.0,66063.0,Petrol,110.0,1.0,0,1600,5,1090
470,470,10900,50.0,65471.0,Petrol,97.0,1.0,0,1400,5,1060
471,471,9750,56.0,65400.0,Petrol,97.0,1.0,0,1400,3,1025
472,472,9950,52.0,65170.0,Petrol,97.0,1.0,0,1400,3,1025
473,473,11950,56.0,65000.0,Petrol,110.0,1.0,0,1600,5,1075
474,474,10450,48.0,64193.0,Petrol,110.0,,0,1600,3,1040
475,475,8950,54.0,64000.0,Petrol,97.0,1.0,0,1400,3,1025
476,476,10250,54.0,63792.0,Petrol,110.0,1.0,0,1600,5,1075
477,477,9930,53.0,63635.0,Petrol,110.0,1.0,0,1600,4,1035
478,478,10500,54.0,63135.0,Petrol,110.0,1.0,0,1600,3,1050
479,479,11950,54.0,63123.0,Petrol,110.0,1.0,0,1600,4,1035
480,480,11500,,63000.0,Diesel,69.0,1.0,0,1900,5,1140
481,481,11500,,63000.0,Petrol,110.0,0.0,0,1600,4,1035
482,482,11450,54.0,62987.0,Petrol,110.0,0.0,0,1600,5,1080
483,483,9900,56.0,62751.0,Petrol,110.0,0.0,0,1600,3,1050
484,484,9500,54.0,62519.0,Petrol,97.0,0.0,0,1400,3,1025
485,485,10500,50.0,62280.0,Petrol,97.0,,0,1400,5,1060
486,486,10750,50.0,61672.0,Petrol,110.0,,0,1600,5,1075
487,487,8950,54.0,61000.0,Diesel,69.0,0.0,0,2000,5,1140
488,488,12000,56.0,61000.0,Petrol,110.0,1.0,0,1600,3,1050
489,489,9940,53.0,60558.0,Petrol,110.0,1.0,0,1600,4,1105
490,490,10950,47.0,60348.0,Petrol,110.0,0.0,0,1600,4,1030
491,491,10750,54.0,,Petrol,110.0,1.0,0,1600,5,1075
492,492,9799,51.0,59000.0,Petrol,97.0,1.0,0,1400,3,1025
493,493,11750,51.0,58761.0,Petrol,97.0,0.0,0,1300,5,1060
494,494,11950,54.0,58745.0,,110.0,1.0,0,1600,4,1035
495,495,11250,52.0,58596.0,Petrol,110.0,1.0,0,1600,3,1045
496,496,11750,54.0,58530.0,Petrol,110.0,0.0,0,1600,5,1075
497,497,10950,55.0,58377.0,Petrol,110.0,1.0,0,1600,3,1050
498,498,11250,56.0,58142.0,Petrol,110.0,1.0,0,1600,5,1080
499,499,9950,53.0,57948.0,Petrol,97.0,1.0,0,1400,3,1025
500,500,9700,51.0,57645.0,Petrol,110.0,0.0,0,1600,5,1080
501,501,11950,47.0,57500.0,Petrol,110.0,1.0,0,1600,4,1105
502,502,9900,53.0,57475.0,Petrol,110.0,0.0,0,1600,3,1040
503,503,9990,,56743.0,Petrol,110.0,0.0,0,1600,3,1045
504,504,9475,48.0,56675.0,Petrol,97.0,1.0,0,1400,3,1025
505,505,11500,54.0,55877.0,Petrol,110.0,1.0,0,1600,5,1075
506,506,11950,53.0,55500.0,Petrol,110.0,1.0,0,1600,4,1035
507,507,11500,55.0,54900.0,Petrol,97.0,1.0,0,1400,5,1060
508,508,10500,50.0,54465.0,Petrol,110.0,0.0,0,1600,5,1075
509,509,10900,46.0,53700.0,Petrol,97.0,1.0,0,1400,5,1060
510,510,11700,52.0,53561.0,Petrol,97.0,1.0,0,1400,5,1060
511,511,11900,51.0,53408.0,Petrol,110.0,1.0,0,1600,5,1080
512,512,13950,51.0,53268.0,Petrol,110.0,,0,1600,5,1080
513,513,10950,49.0,53116.0,Petrol,97.0,1.0,0,1400,3,1025
514,514,10500,56.0,52448.0,Petrol,97.0,0.0,0,1400,3,1025
515,515,10750,55.0,52149.0,Petrol,97.0,1.0,0,1400,3,1085
516,516,11950,55.0,52141.0,Petrol,110.0,1.0,0,1600,5,1070
517,517,10000,56.0,52000.0,Petrol,97.0,0.0,0,1400,3,1025
518,518,10495,48.0,50967.0,Petrol,97.0,1.0,0,1400,5,1060
519,519,11450,50.0,50400.0,Petrol,110.0,0.0,0,1600,5,1080
520,520,9400,54.0,50000.0,Petrol,97.0,1.0,0,1400,3,1025
521,521,11950,51.0,50000.0,Petrol,86.0,1.0,0,1300,5,1045
522,522,9650,53.0,49969.0,Petrol,110.0,0.0,0,1600,5,1075
523,523,18950,49.0,49568.0,Petrol,110.0,1.0,0,1600,3,1105
524,524,11450,51.0,49473.0,Petrol,110.0,0.0,0,1600,3,1055
525,525,10250,52.0,49432.0,Petrol,110.0,1.0,0,1600,3,1050
526,526,11450,,49417.0,Petrol,110.0,1.0,0,1600,3,1045
527,527,9950,54.0,49366.0,Petrol,97.0,1.0,0,1400,3,1025
528,528,10500,56.0,48731.0,Petrol,110.0,1.0,0,1600,3,1055
529,529,13750,,48370.0,Petrol,110.0,1.0,0,1600,5,1080
530,530,9950,48.0,48071.0,Petrol,97.0,0.0,0,1400,3,1025
531,531,10250,54.0,47852.0,,110.0,1.0,0,1600,4,1030
532,532,10850,54.0,47768.0,Petrol,110.0,,0,1600,3,1055
533,533,11895,52.0,47689.0,Petrol,110.0,0.0,0,1600,5,1075
534,534,12950,53.0,47451.0,Petrol,110.0,1.0,0,1600,3,1055
535,535,11950,50.0,47219.0,Petrol,110.0,1.0,0,1600,5,1080
536,536,10750,56.0,47211.0,Petrol,110.0,1.0,0,1600,5,1070
537,537,9550,54.0,46856.0,Petrol,97.0,0.0,0,1400,5,1060
538,538,10950,56.0,46500.0,Petrol,86.0,0.0,0,1300,5,1035
539,539,11750,,46449.0,Petrol,110.0,1.0,0,1600,4,1035
540,540,10950,47.0,46391.0,Petrol,110.0,0.0,0,1600,5,1075
541,541,12450,54.0,46230.0,Petrol,110.0,1.0,0,1600,3,1055
542,542,10500,52.0,46029.0,Petrol,110.0,1.0,0,1600,4,1030
543,543,10900,50.0,46000.0,Petrol,97.0,0.0,0,1400,3,1025
544,544,12950,50.0,45900.0,Petrol,110.0,1.0,0,1600,5,1075
545,545,10950,47.0,45850.0,Petrol,97.0,0.0,0,1400,5,1060
546,546,12500,56.0,45336.0,Petrol,110.0,1.0,0,1600,5,1080
547,547,9950,55.0,44537.0,,97.0,0.0,0,1400,3,1025
548,548,10750,56.0,43700.0,,86.0,,0,1300,3,1025
549,549,12500,48.0,43120.0,Petrol,97.0,1.0,0,1400,3,1030
550,550,10450,49.0,41710.0,Petrol,110.0,0.0,0,1600,3,1040
551,551,10750,52.0,41700.0,Petrol,97.0,1.0,0,1400,3,1025
552,552,12950,49.0,41636.0,Petrol,110.0,1.0,0,1600,5,1105
553,553,10995,,41273.0,Petrol,97.0,0.0,0,1400,5,1060
554,554,11950,49.0,40836.0,Petrol,110.0,,1,1600,3,1075
555,555,11250,50.0,40400.0,Petrol,97.0,1.0,0,1400,5,1060
556,556,11950,47.0,40361.0,Petrol,110.0,1.0,0,1600,5,1090
557,557,13750,54.0,40325.0,,86.0,0.0,0,1300,5,1045
558,558,11000,47.0,40000.0,Petrol,110.0,0.0,0,1600,5,1080
559,559,13500,50.0,39706.0,Petrol,110.0,1.0,0,1600,5,1080
560,560,10950,54.0,39291.0,Petrol,110.0,1.0,0,1600,3,1040
561,561,10750,54.0,39000.0,Petrol,97.0,0.0,0,1400,3,1025
562,562,8950,47.0,38900.0,Petrol,97.0,1.0,0,1400,3,1025
563,563,12950,51.0,38403.0,Petrol,110.0,0.0,0,1600,3,1055
564,564,9750,56.0,37461.0,Petrol,97.0,0.0,0,1400,3,1025
565,565,10900,54.0,37000.0,,97.0,1.0,0,1400,3,1025
566,566,10995,55.0,36406.0,Petrol,110.0,1.0,0,1600,4,1035
567,567,10750,48.0,36005.0,Petrol,97.0,1.0,0,1400,5,1065
568,568,10950,52.0,36000.0,Petrol,110.0,1.0,0,1600,5,1075
569,569,13000,,36000.0,Petrol,110.0,0.0,0,1600,5,1080
570,570,12950,45.0,36000.0,Petrol,110.0,1.0,1,1600,3,1070
571,571,11500,52.0,35823.0,Petrol,110.0,0.0,0,1600,5,1075
572,572,10950,,35230.0,Petrol,97.0,0.0,0,1400,3,1025
573,573,11710,48.0,35142.0,Petrol,110.0,0.0,0,1600,3,1055
574,574,9980,49.0,34890.0,Petrol,97.0,,0,1400,3,1025
575,575,12250,51.0,34882.0,Petrol,110.0,1.0,0,1600,5,1075
576,576,11500,46.0,34000.0,Petrol,110.0,1.0,0,1600,5,1075
577,577,11950,56.0,33998.0,Petrol,110.0,0.0,0,1600,5,1080
578,578,11500,55.0,33230.0,Petrol,110.0,0.0,0,1600,3,1050
579,579,11900,46.0,33021.0,,110.0,1.0,0,1600,5,1080
580,580,11930,49.0,31999.0,Petrol,97.0,0.0,0,1400,3,1030
581,581,10500,,31579.0,Petrol,97.0,0.0,0,1400,3,1025
582,582,8950,56.0,31000.0,Petrol,97.0,0.0,0,1400,3,1025
583,583,10450,46.0,30806.0,Petrol,97.0,1.0,0,1400,5,1060
584,584,10500,55.0,30461.0,Petrol,86.0,1.0,0,1300,5,1050
585,585,12950,50.0,29686.0,Petrol,110.0,1.0,1,1600,3,1075
586,586,9950,,29650.0,Petrol,86.0,,0,1300,3,1025
587,587,12900,52.0,29500.0,Petrol,110.0,1.0,0,1600,3,1055
588,588,9950,48.0,28656.0,Petrol,97.0,0.0,0,1400,3,1085
589,589,9950,55.0,27500.0,Petrol,97.0,1.0,0,1400,3,1025
590,590,10950,48.0,26938.0,Petrol,110.0,1.0,0,1600,3,1040
591,591,10950,53.0,26624.0,Petrol,97.0,0.0,0,1400,5,1060
592,592,9950,47.0,26221.0,Petrol,97.0,1.0,0,1400,3,1025
593,593,10950,50.0,22648.0,Petrol,97.0,1.0,0,1400,5,1060
594,594,10800,50.0,22500.0,Petrol,97.0,,0,1400,3,1025
595,595,10500,56.0,19313.0,Petrol,97.0,0.0,0,1400,3,1025
596,596,10450,50.0,17619.0,,110.0,,0,1600,4,1030
597,597,10600,51.0,17069.0,Petrol,97.0,,0,1400,3,1025
598,598,10450,48.0,15000.0,Petrol,97.0,1.0,0,1400,3,1025
599,599,12950,50.0,10210.0,Petrol,97.0,0.0,0,1400,5,1065
600,600,11250,47.0,5309.0,Petrol,110.0,,1,1600,3,1070
601,601,7500,50.0,1.0,Diesel,90.0,1.0,0,2000,3,1260
602,602,8950,52.0,31000.0,,97.0,,0,1398,3,1025
603,603,6950,58.0,205000.0,Diesel,72.0,1.0,0,2000,4,1100
604,604,7900,68.0,204250.0,Diesel,72.0,,0,2000,3,1115
605,605,5950,68.0,194545.0,Petrol,86.0,0.0,0,1300,4,1000
606,606,7500,59.0,190900.0,Diesel,72.0,1.0,0,2000,3,1115
607,607,7500,62.0,183500.0,Diesel,72.0,1.0,0,2000,5,1140
608,608,6900,65.0,176184.0,Diesel,72.0,1.0,0,2000,3,1115
609,609,5751,67.0,174833.0,Diesel,72.0,0.0,0,2000,4,1100
610,610,6950,68.0,155720.0,Petrol,86.0,,0,1300,3,1015
611,611,7950,67.0,155500.0,,110.0,1.0,0,1600,5,1050
612,612,7750,59.0,154783.0,Diesel,72.0,1.0,0,2000,3,1120
613,613,7950,64.0,154462.0,Diesel,72.0,1.0,0,2000,5,1135
614,614,8250,64.0,150585.0,Petrol,110.0,1.0,0,1600,3,1065
615,615,6250,67.0,149000.0,Diesel,90.0,1.0,0,2000,5,1135
616,616,9500,62.0,147636.0,,72.0,,0,2000,5,1135
617,617,6900,59.0,144521.0,Diesel,72.0,1.0,0,2000,5,1135
618,618,8450,64.0,144000.0,,110.0,1.0,0,1600,3,1065
619,619,7350,65.0,140168.0,Diesel,72.0,1.0,0,2000,3,1115
620,620,8950,68.0,140000.0,Petrol,110.0,1.0,0,1600,5,1085
621,621,6900,60.0,139800.0,Diesel,72.0,0.0,0,2000,3,1115
622,622,8950,59.0,137050.0,CNG,110.0,1.0,0,1600,3,1078
623,623,8750,61.0,136956.0,Petrol,110.0,0.0,0,1600,3,1065
624,624,7950,67.0,135337.0,CNG,110.0,1.0,0,1600,5,1120
625,625,8950,64.0,133769.0,Diesel,72.0,1.0,0,2000,3,1120
626,626,8950,58.0,133405.0,Diesel,72.0,1.0,0,2000,5,1135
627,627,8950,65.0,132807.0,Diesel,72.0,1.0,0,2000,5,1135
628,628,7950,64.0,132393.0,Diesel,72.0,0.0,0,2000,5,1135
629,629,7750,60.0,130270.0,Petrol,110.0,0.0,0,1600,3,1050
630,630,7500,59.0,130000.0,Diesel,72.0,1.0,0,2000,4,1135
631,631,8950,67.0,127000.0,Diesel,,1.0,0,2000,5,1135
632,632,9800,67.0,126800.0,Diesel,72.0,0.0,0,2000,5,1135
633,633,9450,66.0,126452.0,Petrol,110.0,1.0,0,1600,5,1085
634,634,8950,62.0,125175.0,Diesel,116.0,0.0,0,2000,5,1150
635,635,8750,68.0,125000.0,Diesel,72.0,1.0,0,2000,3,1115
636,636,10500,61.0,123000.0,Diesel,72.0,0.0,0,2000,5,1135
637,637,7995,59.0,121626.0,Petrol,86.0,0.0,0,1300,5,1050
638,638,10450,64.0,120400.0,,,0.0,0,1600,5,1090
639,639,9950,66.0,120000.0,Diesel,72.0,0.0,0,2000,4,1100
640,640,9950,68.0,119541.0,Petrol,110.0,0.0,0,1600,3,1055
641,641,8950,68.0,119500.0,Petrol,110.0,,0,1600,5,1070
642,642,7950,68.0,119289.0,Petrol,110.0,1.0,0,1600,4,1035
643,643,10950,57.0,118833.0,Petrol,110.0,0.0,0,1600,3,1065
644,644,9950,64.0,118000.0,Diesel,72.0,1.0,0,2000,5,1150
645,645,8600,68.0,117955.0,Petrol,110.0,1.0,1,1600,4,1065
646,646,7250,65.0,117609.0,Petrol,86.0,0.0,0,1300,3,1015
647,647,6950,68.0,117000.0,Diesel,72.0,0.0,0,2000,3,1115
648,648,8000,64.0,116000.0,Petrol,86.0,0.0,0,1300,5,1045
649,649,9950,58.0,115715.0,Petrol,110.0,0.0,0,1600,5,1070
650,650,9450,60.0,115191.0,CNG,110.0,,0,1600,4,1079
651,651,7950,68.0,115071.0,Petrol,110.0,1.0,0,1600,3,1055
652,652,9450,63.0,115000.0,CNG,110.0,0.0,0,1600,3,1109
653,653,9950,64.0,114846.0,,110.0,1.0,0,1600,5,1075
654,654,6950,65.0,114383.0,Diesel,90.0,0.0,0,2000,3,1260
655,655,8250,59.0,113700.0,Petrol,110.0,1.0,0,1600,5,1065
656,656,9950,67.0,113118.0,Petrol,86.0,1.0,0,1300,3,1020
657,657,8250,59.0,112827.0,Petrol,86.0,1.0,0,1300,5,1040
658,658,9950,68.0,112116.0,Petrol,110.0,1.0,0,1600,5,1070
659,659,10500,66.0,112000.0,Petrol,110.0,1.0,0,1600,3,1065
660,660,7950,62.0,112000.0,Diesel,72.0,0.0,0,2000,4,1135
661,661,9750,65.0,111769.0,Petrol,110.0,0.0,0,1600,3,1065
662,662,9250,61.0,110853.0,Petrol,110.0,1.0,0,1600,5,1070
663,663,9500,68.0,110287.0,Petrol,110.0,1.0,0,1600,3,1050
664,664,9950,62.0,109547.0,Petrol,110.0,,0,1600,5,1075
665,665,7750,63.0,109230.0,Petrol,110.0,0.0,0,1600,3,1050
666,666,9500,68.0,109150.0,Petrol,110.0,0.0,0,1600,5,1075
667,667,9950,67.0,108793.0,Petrol,110.0,1.0,0,1600,4,1035
668,668,9750,64.0,106784.0,Petrol,110.0,0.0,1,1600,3,1050
669,669,9750,58.0,105942.0,Petrol,86.0,0.0,0,1300,5,1040
670,670,5950,59.0,105000.0,Petrol,86.0,1.0,0,1300,3,1015
671,671,8500,,105000.0,Petrol,86.0,0.0,0,1300,5,1040
672,672,8495,68.0,104299.0,Petrol,110.0,1.0,0,1600,5,1085
673,673,9250,67.0,104000.0,Petrol,86.0,0.0,0,1300,3,1020
674,674,6900,,104000.0,Petrol,86.0,1.0,0,1300,3,1015
675,675,8950,58.0,103458.0,Petrol,86.0,1.0,0,1300,3,1025
676,676,9500,,103400.0,Petrol,110.0,1.0,0,1600,5,1075
677,677,9250,63.0,102807.0,Petrol,86.0,0.0,0,1300,5,1055
678,678,9895,68.0,102494.0,Petrol,110.0,0.0,0,1600,5,1090
679,679,9950,57.0,102300.0,Diesel,72.0,1.0,0,2000,5,1135
680,680,7950,61.0,102106.0,Petrol,110.0,0.0,0,1600,3,1050
681,681,8750,68.0,101889.0,Petrol,110.0,1.0,0,1600,5,1075
682,682,8250,57.0,101791.0,Diesel,72.0,0.0,0,2000,3,1115
683,683,8950,63.0,101469.0,Petrol,110.0,1.0,0,1600,3,1065
684,684,8950,68.0,101001.0,Petrol,110.0,0.0,0,1600,5,1075
685,685,8950,61.0,100748.0,Petrol,110.0,,0,1600,5,1070
686,686,8950,65.0,100550.0,Petrol,110.0,1.0,0,1600,5,1075
687,687,9450,67.0,99781.0,Petrol,110.0,1.0,0,1600,5,1085
688,688,8950,59.0,98658.0,Petrol,86.0,1.0,0,1300,3,1020
689,689,9250,65.0,98500.0,Petrol,110.0,,0,1600,5,1075
690,690,8750,64.0,98291.0,Petrol,86.0,0.0,0,1300,4,1000
691,691,9950,61.0,97648.0,Petrol,110.0,1.0,0,1600,3,1065
692,692,9950,,97425.0,Petrol,110.0,1.0,0,1600,5,1075
693,693,9900,65.0,97173.0,Petrol,86.0,0.0,0,1300,3,1015
694,694,8950,66.0,97046.0,Petrol,86.0,1.0,0,1300,4,1000
695,695,8950,67.0,96000.0,Petrol,110.0,1.0,0,1600,3,1050
696,696,12250,,96000.0,,72.0,,0,2000,4,1100
697,697,9250,67.0,95750.0,Petrol,110.0,1.0,0,1600,5,1070
698,698,10250,61.0,95147.0,,110.0,1.0,0,1600,3,1050
699,699,8950,,95000.0,,110.0,0.0,0,1600,3,1050
700,700,7999,65.0,95000.0,Petrol,110.0,1.0,0,1600,3,1050
701,701,9900,66.0,94606.0,Petrol,110.0,0.0,0,1600,3,1065
702,702,8250,63.0,94504.0,,86.0,1.0,0,1300,4,1000
703,703,10500,65.0,93428.0,Petrol,110.0,1.0,0,1600,5,1075
704,704,8450,65.0,93408.0,,86.0,0.0,0,1300,3,1015
705,705,9900,68.0,93296.0,Petrol,110.0,1.0,0,1600,5,1090
706,706,10500,62.0,93098.0,Petrol,110.0,1.0,0,1600,5,1075
707,707,8500,67.0,92922.0,Diesel,72.0,1.0,0,2000,4,1100
708,708,9500,61.0,92498.0,Petrol,110.0,,0,1600,3,1050
709,709,9450,65.0,92226.0,Petrol,110.0,0.0,0,1600,3,1065
710,710,9900,,91505.0,Diesel,72.0,0.0,0,2000,3,1115
711,711,8250,,91333.0,Petrol,110.0,1.0,0,1600,3,1050
712,712,8750,,91246.0,Petrol,86.0,1.0,0,1300,3,1015
713,713,9500,58.0,91000.0,Petrol,110.0,,0,1600,5,1075
714,714,8450,68.0,90727.0,Petrol,110.0,0.0,0,1600,3,1050
715,715,8490,62.0,90000.0,Petrol,110.0,0.0,0,1600,3,1050
716,716,8750,60.0,89576.0,Petrol,110.0,0.0,0,1600,4,1035
717,717,9750,64.0,89145.0,Petrol,86.0,1.0,0,1300,3,1025
718,718,9950,63.0,89000.0,Petrol,110.0,1.0,0,1600,5,1085
719,719,8500,68.0,88807.0,Petrol,110.0,0.0,0,1600,3,1050
720,720,8450,63.0,88685.0,Petrol,110.0,0.0,0,1600,5,1070
721,721,7900,62.0,88667.0,Petrol,110.0,1.0,0,1600,4,1040
722,722,8750,57.0,88480.0,Petrol,110.0,1.0,0,1600,3,1050
723,723,7950,61.0,88127.0,Petrol,86.0,0.0,0,1300,3,1015
724,724,6900,62.0,88000.0,,86.0,0.0,0,1300,3,1020
725,725,8150,65.0,87821.0,Petrol,86.0,1.0,0,1300,3,1015
726,726,10995,59.0,87654.0,Petrol,86.0,1.0,1,1300,5,1065
727,727,8900,59.0,86888.0,Petrol,110.0,,0,1600,3,1050
728,728,9500,59.0,86871.0,Petrol,86.0,1.0,0,1300,5,1040
